Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00473,HealthCare First,,Healthcare,Maintenance,Content Intern,West Bengal,Kolkata,Subsidized Meals,,On-site,12,8000,Chemistry; Agriculture Basics; Excel,01-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9875832797,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00474,ChemEx Pvt Ltd,,Chemical,Information Technology,Sales Intern,Maharashtra,Nagpur,Transport Allowance,,Remote,12,5000,Electrical Maintenance; Data Analysis; Agriculture Basics; Chemistry,29-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9409061747,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00475,AutoMotion Ltd,,Automotive,Pharma Research,Research Intern,West Bengal,Kolkata,Transport Allowance,,Hybrid,6,8000,Excel; Electrical Maintenance,01-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9791262098,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00476,TravelEase Pvt Ltd,,Travel & Hospitality,Renewable Energy R&D,Field Intern,Karnataka,Mysuru,Subsidized Meals,,Remote,3,8000,Research Skills; Data Analysis,10-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9777975883,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00477,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Content Intern,Maharashtra,Nagpur,Transport Allowance,,Hybrid,12,3000,Editing; Networking; Communication,14-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9306010772,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00478,MetalMines Ltd,,Metals & Mining,Consulting,Content Intern,Maharashtra,Mumbai,Remote Work,,Hybrid,3,8000,Chemistry; Agriculture Basics; Editing,18-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9537826185,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00479,HealthCare First,,Healthcare,Consulting,Sales Intern,Rajasthan,Udaipur,Transport Allowance,,On-site,12,8000,Chemistry; Research Skills; Editing,27-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9128052970,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00480,InfraBuild India,,Infrastructure & Construction,Renewable Energy R&D,Marketing Intern,Gujarat,Surat,"Stipend, Meals",,Remote,3,0,Sales Skills; Writing,12-11-2025,Infrastructure and construction solutions across India.,,,Unpaid,-9812696422,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00481,Green Energy Corp,,"Oil, Gas & Energy",Renewable Energy R&D,Maintenance Electrical Intern,Punjab,Ludhiana,Subsidized Meals,,On-site,6,5000,Sales Skills; Writing; Chemistry; Networking,22-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9669725102,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00482,InfraBuild India,,Infrastructure & Construction,Consulting,Marketing Intern,Delhi,New Delhi,Transport Allowance,,Remote,6,8000,Research Skills; Communication; Editing,13-11-2025,Infrastructure and construction solutions across India.,,,Paid,-9876239582,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00483,PharmaLife Pvt Ltd,,Pharmaceutical,Data Science,Content Intern,Punjab,Amritsar,"Stipend, Meals",,Remote,3,5000,Writing; Research Skills; Networking; Electrical Maintenance,17-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9355354413,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00484,ChemEx Pvt Ltd,,Chemical,Cyber Security,Sales Intern,West Bengal,Kolkata,Remote Work,,On-site,12,8000,Agriculture Basics; Communication; Networking,28-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9165137401,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00485,RetailMart Ltd,,Retail & Consumer Durables,Data Science,Sales Intern,Maharashtra,Pune,Transport Allowance,,On-site,12,0,Chemistry; Editing; Sales Skills; Electrical Maintenance,13-11-2025,Retail and consumer durables with nationwide presence.,,,Unpaid,-9408314654,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00486,TeleLink Pvt Ltd,,Telecom,Agriculture,Finance Intern,Rajasthan,Jaipur,"Transport Allowance, Subsidized Meals",,On-site,12,5000,Writing; Sales Skills,03-11-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9448510440,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00487,ChemEx Pvt Ltd,,Chemical,Marketing,Consulting Intern,Tamil Nadu,Chennai,Stipend,,Hybrid,6,3000,Communication; Excel; Agriculture Basics,29-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9840936812,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00488,MetalMines Ltd,,Metals & Mining,Information Technology,Data Analyst Intern,West Bengal,Darjeeling,Transport Allowance,,Remote,12,10000,Agriculture Basics; Python; Electrical Maintenance,02-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9514309682,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00489,BankTrust Financial Services,,Banking & Financial Services,Pharma Research,Marketing Intern,Chandigarh,Chandigarh,"Stipend, Meals",,On-site,12,8000,Excel; Electrical Maintenance; Writing; Data Analysis,01-11-2025,Trusted name in banking and financial consulting.,,,Paid,-9330602489,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00490,FMCG Fresh,,FMCG,Pharma Research,Research Intern,Gujarat,Ahmedabad,"Transport Allowance, Subsidized Meals",,Remote,6,0,Python; Networking,09-11-2025,Fast-moving consumer goods company with global outreach.,,,Unpaid,-9214413000,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00491,ConsultPro India,,Consulting Services,Information Technology,Maintenance Electrical Intern,West Bengal,Kolkata,Transport Allowance,,Remote,6,0,Excel; Research Skills,14-11-2025,Consulting firm offering business and strategy services.,,,Unpaid,-9184376060,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00492,EduMedia Creatives,,"Media, Entertainment & Education",Finance & Accounting,IT Security Intern,Delhi,New Delhi,Remote Work,,On-site,12,8000,Agriculture Basics; Data Analysis; Research Skills,07-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9171528412,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00493,TeleLink Pvt Ltd,,Telecom,Finance & Accounting,Consulting Intern,Gujarat,Surat,Transport Allowance,,Remote,3,5000,Sales Skills; Excel; Networking,09-11-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9808490308,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00494,MetalMines Ltd,,Metals & Mining,Consulting,Data Analyst Intern,Delhi,New Delhi,Transport Allowance,,Remote,12,10000,Editing; Communication,04-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9165287099,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00495,TravelEase Pvt Ltd,,Travel & Hospitality,Finance & Accounting,Finance Intern,Punjab,Amritsar,Remote Work,,Remote,3,0,Networking; Python; Writing; Sales Skills,07-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Unpaid,-9811747781,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00496,ConsultPro India,,Consulting Services,Data Science,Field Intern,Delhi,New Delhi,Stipend,,On-site,6,0,Agriculture Basics; Research Skills; Python,16-10-2025,Consulting firm offering business and strategy services.,,,Unpaid,-9844094657,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00497,ChemEx Pvt Ltd,,Chemical,Cyber Security,Sales Intern,West Bengal,Kolkata,Remote Work,,Remote,12,8000,Python; Data Analysis,07-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9530072447,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00498,FMCG Fresh,,FMCG,Content Creation,Content Intern,Maharashtra,Pune,Transport Allowance,,On-site,12,0,Excel; Python; Networking; Communication,31-10-2025,Fast-moving consumer goods company with global outreach.,,,Unpaid,-9560955177,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00499,Green Energy Corp,,"Oil, Gas & Energy",Agriculture,Maintenance Electrical Intern,Tamil Nadu,Chennai,Transport Allowance,,On-site,6,8000,Editing; Writing; Chemistry,05-11-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9778523453,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
